,Haiku,Sexe réel,Sexe prédit,Proba prédite homme,Proba prédite femme
1066,Attendons un peu.\\D'un champ à la menthe.\\La nuit viendra.,F,F,0.702118551166856,0.2978814488331441
1436,nuit de novembre -\\sur mes mains l'odeur\\de l'herbe broyée,H,F,0.9025649643071251,0.09743503569287497
1677,allongés coeur contre coeur\\à écouter\\le feu d'artifices,H,H,0.033861034072502516,0.9661389659274975
2883,Moisson-\\l'épouvantail veille\\sur la théière,H,H,0.09499816700084018,0.9050018329991598
1799,fin du jour\\sur la terrasse une tasse\\reste encore un peu,H,H,0.10371497033045463,0.8962850296695454
1001,grêlons cinglants -\\&gt;du bassiste\\&gt;les doigts bleuis,H,H,0.24854852948844408,0.7514514705115559
1126,"le jour tombe\\du haut du toit au haut de l'arbre,\\l'écho des corbeaux",H,H,0.012966998919441752,0.9870330010805582
2150,écroulée la grange\\de mes premiers baisers -\\froid pénétrant,H,H,0.07670071497798858,0.9232992850220114
2517,nuit des étoiles -\\dans ses taches de rousseur\\la grande ourse,H,H,0.41277885329685937,0.5872211467031406
2800,Voyage.\\À la station-service.\\La pluie s'arrête.,F,H,0.02686806483935633,0.9731319351606437
14,vieille tuile ~\\j'emporte le toit\\du cloporte,H,H,0.06419732870470174,0.9358026712952983
1200,dans la brume\\le cou d'une oie\\heure d'hiver,F,H,0.04128137111075947,0.9587186288892405
3307,un scorpion\\se hâte dans le patio-\\sirocco,F,H,0.16383775418866964,0.8361622458113304
1805,"Sous l'orage qui gronde,\\l'éclair des fleurs\\du sureau",H,H,0.09231715172120225,0.9076828482787977
3155,matin noir\\et blanc de brouillard\\et ces croix de bois,H,H,0.10511900628381987,0.8948809937161801
2574,musique de carrousel ?\\je vois encore mon frère\\sur le poney de bois peint,F,H,0.02621306830898562,0.9737869316910144
2436,Maison abandonnée\\de la fenêtre cassée\\la lune sort,H,H,0.025979442636748118,0.9740205573632519
3234,Maison des grands-parents\\souvenir d'enfance\\Dans la voix de la pluie,H,H,0.4777838067146891,0.5222161932853109
1552,arthrite -\\un autre verre de vin\\de la main gauche,H,H,0.0628558124560199,0.9371441875439801
3306,jour pluvieux de février\\nuage après nuage après nuage\\prière pour un jour clair,F,F,0.693989387486833,0.3060106125131669
2554,place handicapés ~\\une voiture couverte\\de feuilles mortes,H,H,0.009376506229201609,0.9906234937707984
2602,petit concert de voitures\\le matin\\pour se mettre en route,H,H,0.14986755366171178,0.8501324463382882
1212,entracte\\-- le mort du premier acte\\sert les bières,H,H,0.015055759287103676,0.9849442407128963
2043,pleine lune --\\les citrouilles dans le champ\\prêtes à être cueillies,F,F,0.5629296189243225,0.43707038107567747
505,la neige tombe\\un peu inclinée\\la lune,F,H,0.442707285655041,0.557292714344959
2509,Rentrée des classes -\\sur le chemin de l'école\\l'étal du boucher,H,H,0.008030622672695387,0.9919693773273046
2728,équinoxe\\toutes les couleurs de l'automne\\dans le ciel,F,H,0.054457218892161374,0.9455427811078386
1768,orage -\\le goût sucré\\du poivron frit,F,F,0.5595374800323076,0.4404625199676924
245,Jour d'action de grâce -\\récoltes généreuses\\achetées à vil prix,H,H,0.48894765721097533,0.5110523427890247
2654,passage du désir -\\j'y donnais souvent rendez-vous\\à ma mère,H,H,0.23004382103563925,0.7699561789643607
951,foule au souk\\les abricots en cageots\\suffoquent,F,F,0.5622376475224575,0.4377623524775425
674,grommelant quelque chose\\le merle sur le poteau de clôture\\Jour de l'élection -,H,F,0.6152355787353114,0.38476442126468857
1046,\\dans une nuit froide\\l'écho vide de ta voix,H,H,0.12346583568574543,0.8765341643142546
1263,ciel d'hiver -\\elle ajoute un peu de bleu\\sur ses paupières,H,H,0.11614658677724365,0.8838534132227563
3279,rentrée scolaire -\\compter par centaines\\de morts,H,H,0.01229428875114602,0.987705711248854
146,"Le vieux frêne brille\\comme un sapin de noël,\\nuit froide d'avril",H,H,0.01045394709311176,0.9895460529068882
2515,froid piquant --\\même les lumières de Noël\\semblent grelotter,H,H,0.10309163191267734,0.8969083680873227
2053,miroir\\ce visage face à moi\\plus vieux semble-t-il,F,F,0.6412373277440031,0.35876267225599695
2879,bouquet de roses~\\sur sa robe blanche\\quelques gouttes de vin,F,H,0.2132700878180408,0.7867299121819592
59,sur tous les objets\\qu'il a regardés ici\\beaucoup de poussière,F,H,0.4585189315939917,0.5414810684060083
816,pluie battante\\deux talons aiguilles\\battent le pavé,H,H,0.0282235046336341,0.9717764953663659
2652,pleine lune d`octobre\\sur les rails --\\le vent chaud,F,F,0.8283179360475785,0.17168206395242144
1540,détacher\\le bouton de dessus de sa blouse\\avec mes yeux,H,F,0.6634889822442824,0.3365110177557175
2329,soir d'hiver\\dans la foule un inconnu\\que je connais,F,H,0.012627207370407345,0.9873727926295927
2073,"Boulevard Barbès\\femme en sari bleu nuit,\\début d'averse.",H,H,0.02448632341086876,0.9755136765891312
2009,signature anonyme\\vieilles empreintes de pigeon\\dans le ciment nu,H,H,0.05047533506911428,0.9495246649308857
2489,tas de repassage - \\dans la jupe de l'été \\trois pignons de pins,F,F,0.8659879968140516,0.1340120031859484
423,l’alcool joyeux \\du jour précédant \\la pleine lune,H,H,0.0818843316788479,0.9181156683211521
224,Parfum de jasmin\\derrière les cyprès la moitié de la lune,H,H,0.08892754179191686,0.9110724582080831
2581,le travail terminé\\mon ombre atteint\\les lauriers ensoleillés,H,H,0.15321827068486282,0.8467817293151372
2186,Retour à la maison\\son odeur traine\\sont son kimono,F,H,0.16545345173256087,0.8345465482674391
535,sur la corde à linge\\les oiseaux en haut\\les épingles en bas,H,F,0.8158893240294885,0.18411067597051148
200,mauvaise nouvelle --\\j'ouvre les fenêtres\\pour laisser le froid sortir,H,H,0.09241762368813922,0.9075823763118608
1883,endormie dans le train\\la douce montée et descente\\de sa poitrine,H,F,0.5140639899477273,0.4859360100522727
625,équinoxe d'automne -\\cherchant un mot pour dire\\le rouge du jasmin,H,H,0.03244831267584469,0.9675516873241553
2635,premier thé -\\la nuit transfigurée\\de Schoenberg,H,H,0.1840949465105316,0.8159050534894684
477,jour bissextile --\\assis sur ma malette\\pour la fermer,F,H,0.10280588930215506,0.8971941106978449
651,fin d'année\\il y a un corbillard\\sur la bande de droite,H,H,0.024845665795633187,0.9751543342043668
2627,Soleil couchant\\Ils se lèvent de table\\Pour regarder,H,H,0.3436486344556262,0.6563513655443738
949,la guerre -\\des pères\\enterrent des fils,H,F,0.8389439288497867,0.16105607115021325
304,des nouvelles de sa rechute --\\si lente\\tombe la pluie,H,H,0.12290289127135012,0.8770971087286499
1591,une truite saute\\une plume tombe\\... jour d'émerveillements!,H,H,0.22557100515711714,0.7744289948428829
2916,compote de pommes\\bouillonne sur la cuisinière\\matin de novembre,F,H,0.027230638610024727,0.9727693613899753
1011,matin silencieux -\\quelques gouttes de lait\\dans mon café noir,H,H,0.030090908955291318,0.9699090910447087
2803,promenade du soir -\\le bruit\\d'escargots écrasés,H,H,0.2100188928936606,0.7899811071063394
2196,sirènes de police --\\une autre nuit\\sans lune,H,H,0.031966627056848385,0.9680333729431516
2780,Temple couvert de neige --\\une femme seule en manteau rouge\\s'agenouille quand même pour prier,F,H,0.0807159817130767,0.9192840182869233
2690,premières pousses --\\elle a des herbes jusqu'au capot\\la vieille auto,H,H,0.22813738236316938,0.7718626176368306
696,transplantant le jasmin\\une famille de cloportes\\expropriée,H,H,0.2940829407960188,0.7059170592039812
8,ciel gris\\trois nouvelles étoiles\\sur le jasmin,F,F,0.8016086177929458,0.1983913822070542
1137,lune froide~\\à petit feu\\l'assida blanche*,F,H,0.017696514759156234,0.9823034852408438
178,ciel étoilé -\\tout un champ d'éoliennes\\à l'arrêt,H,H,0.49379683497202087,0.5062031650279791
1627,verveine orange -\\une première étoile\\puis une deuxième,H,H,0.08214715409110196,0.917852845908898
3166,Arrivée du train-\\les vêtements flottent\\Sur la corde à linge,H,H,0.20403026712632666,0.7959697328736733
911,après la pluie\\une flaque remplie\\d'étoiles,H,H,0.007302653170266238,0.9926973468297338
1602,Insomnie :\\l'odeur du pain\\qui cuit,H,H,0.47757348809950884,0.5224265119004912
323,retour en banlieue -\\sous le lit de feue ma mère\\tout un stock de morphine,H,F,0.7186222739759954,0.28137772602400457
1811,promenade d'été\\gouttes de pluie\\vapeur,F,H,0.048415574435352715,0.9515844255646473
2899,- rendez-vous -\\la peau du coin de l'ongle\\rongée jusqu'au sang,F,H,0.2789920150133951,0.7210079849866049
3204,coup de froid --\\le chien du ferrailleur\\et sa lourde chaïne,H,H,0.010474176068226093,0.9895258239317739
1646,mur du cimetière\\la vigne vierge déborde\\rouge en octobre,H,H,0.007648958696180208,0.9923510413038198
1773,nouvelle année -\\un autre calendrier\\au même clou,H,H,0.32335992870932584,0.6766400712906742
873,averse de juillet~\\quelques gouttes d'eau de fleurs d'oranger\\dans mon café,F,H,0.17818613124576788,0.8218138687542321
1656,nouvelle construction --\\on jette à bas\\mon enfance,H,H,0.46318167291170753,0.5368183270882925
151,torrent à truites -\\les éphémères dansent\\puis disparaissent,H,H,0.02305644843026855,0.9769435515697314
2057,occupying Wall Street\\les fantômes\\de mes rêves de retraite,H,H,0.20239033458415778,0.7976096654158422
3143,automne ce matin -\\l'oiseau sur son épaule gauche\\recouvert,H,H,0.4649337993269421,0.5350662006730579
1187,ah ce jour d'été\\où me prit soudain une envie\\de loukoum !,F,H,0.20352491460543976,0.7964750853945602
2556,lune gibbeuse --\\le bébé remue\\dans son ventre,F,H,0.03216355404889326,0.9678364459511067
3175,oiseau de nuit -\\la pupille dilatée\\de la barmaid,H,F,0.5969369853858695,0.4030630146141306
1653,abandonné par les oies\\partant vers le sud -\\mon anniversaire d'automne,H,F,0.521439791068041,0.47856020893195905
2561,Orange sanguine\\à mon petit déjeuner\\le soleil se lève,F,F,0.9229268133311086,0.0770731866688914
1485,décolletés précoces :\\fruits déjà mûrs\\d'avril,H,H,0.1403911373719171,0.8596088626280829
2137,Gold Beach\\un tag délavé\\sur le blockhaus,H,H,0.3949590476090641,0.6050409523909359
788,la brume d'automne cache\\l'île à l'horizon\\elle nettoie ses lunettes,F,H,0.33387420051557726,0.6661257994844227
1772,la voiture de police ralentit -\\des renards de banlieue\\pillant les poubelles,H,H,0.003172648506024167,0.9968273514939758
1798,dénouer \\les cordes d'hamac;\\l'odeur des feuilles brûlées,H,H,0.09749434897897824,0.9025056510210218
2002,dans le rétroviseur\\le regard d'amour de la mère\\pour sa fille qui récite,H,H,0.04647543614527749,0.9535245638547225
2306,lit défait\\un sourire sur le bord\\de la flûte vide,F,H,0.0687837773169021,0.9312162226830979
2188,légères vibrations\\de la balance sous mes pieds-\\bientôt l'équinoxe,F,F,0.8726840085468404,0.1273159914531596
1338,paysage d'hiver\\petits poils au-dessus de sa lèvre\\un magazine de mode,F,H,0.012793782441159585,0.9872062175588404
1990,terrorisme local --\\des phalènes brumeuses\\sur la porte,H,F,0.5136664791091967,0.4863335208908033
2494,cour de récré abandonnée --\\le graffiti\\s'estompe,H,H,0.005125871855111597,0.9948741281448884
2427,averse au jardin\\elle a fait naufrage\\la tarte aux pommes,F,H,0.019166434495634377,0.9808335655043656
868,le crissement\\de la première feuille\\un doux soupir,F,F,0.9801804117454617,0.019819588254538376
899,"ajoutant\\des nuages aux nuages, \\l'incinérateur",H,F,0.8754758549617381,0.1245241450382619
1372,gardien de nuit\\faisant ses rondes -\\pleine lune,H,H,0.09122225302505094,0.9087777469749491
557,rencart d'après-midi ...\\le tonnerre claque au-dessus de nos têtes\\dans la chaleur collante,F,H,0.020822592872716927,0.9791774071272831
1770,"physalis séchés - le couteau noir, posé pour peler l'orange",H,F,0.6676569661650487,0.3323430338349513
2170,train bondé --\\l'éclat rouge vif\\de son rouge à lèvres,H,H,0.14229648443511977,0.8577035155648802
429,La limace\\et la crotte du chien\\nez à nez,F,H,0.16517689630660992,0.8348231036933901
465,"180 morts, 8 attentats\\à Karachi aujourd'hui\\Zidane s'explique à la télé",H,F,0.8228353151074453,0.17716468489255466
2781,dans les ruines\\de la maison des dunes\\les orchidées sauvages fleurissent,H,F,0.515691833045392,0.484308166954608
75,Matin de printemps~\\dans les odeurs de lisier\\vol d'un papillon,F,F,0.6209097308873375,0.37909026911266247
3082,nouvelle vague -\\tonnerre de gros galets\\suivis d'écume,F,H,0.09383623534106722,0.9061637646589328
933,lune du loup --\\soudain je la vois\\sous un air différent,H,H,0.014775490154086968,0.985224509845913
1480,amitié estivale\\expliquer le Haïku -\\comme l'an dernier,H,H,0.18331277813276614,0.8166872218672339
232,bleu profond de la nuit \\la résine et le sel des pins\\si loin de la mer,F,F,0.8096690135315918,0.1903309864684082
2819,Salle des I.R.M\\la porte et tous ses symboles\\déjà redoutable,H,H,0.06200259567845923,0.9379974043215408
3076,vie sauvage -\\une bestiole passe\\devant la TV,H,H,0.0068000231974021386,0.9931999768025979
1281,au fond de la malle\\son vieux pinceau à poudrer\\— matin de givre,F,H,0.28960900000388556,0.7103909999961144
2321,tard dans la nuit\\avec Ryokan -\\je réchauffe le vin de riz,H,H,0.43201848489499706,0.5679815151050029
834,petit déjeuner\\les branches déployées\\du cerisier,F,F,0.6383798335254471,0.3616201664745528
808,"Cinq années de haïku\\dans une grande boite de carton\\dessus, le chat",F,H,0.25202132015218315,0.7479786798478169
3079,barbe de huit jours -\\le froid de ce soir d'automne\\un peu plus piquant,H,H,0.054593421456959335,0.9454065785430407
3281,soir d'anniversaire -\\un bracelet rouge\\offert à ma montre,H,H,0.04132635172240473,0.9586736482775953
518,veillant sur\\la pelouse de banlieue\\un Bouddha souriant,H,H,0.030276462669685977,0.969723537330314
55,lendemain de mescal --\\les cloches de l'église\\désynchronisées,H,H,0.05104190882735771,0.9489580911726423
1697,une autre poussière\\le lendemain de la pluie\\traces des gouttes,F,H,0.029080302618363252,0.9709196973816367
2141,soleil du matin\\les miettes sur la table\\ont une ombre,H,H,0.08275448201971747,0.9172455179802825
2526,les deux moitiés\\d'un orvet,H,H,0.3229443130248809,0.6770556869751191
1523,chaque soir\\au bout de la route\\l'usine Seveso,H,H,0.023806736851031185,0.9761932631489688
1061,volets disjoints -\\juste assez de jour\\pour un haïku,H,H,0.005946873283973475,0.9940531267160265
3290,lune voilée~\\si brillants les yeux\\du chat mort,F,F,0.5035267997428847,0.49647320025711533
1354,je vide la bouteille de vin -\\une autre conversation\\à propos de Maman,H,H,0.0003535438158501769,0.9996464561841498
1315,photo d'archive\\les sourires des patineurs\\figés dans le temps,H,F,0.5479942889097945,0.4520057110902055
1853,au bout du champ\\deux moineaux sur son chapeau\\- l'épouvantail,H,H,0.46006322210255635,0.5399367778974437
2,La cour de la prison\\dans la flaque de la pluie\\la lune,H,H,0.00905522268354253,0.9909447773164575
2280,Etang de Walden --\\toutes les places de parking\\occupées,H,H,0.3027751761973334,0.6972248238026666
2745,chaleur moite -\\au loin l'épaisse musique\\d'une fête foraine,H,H,0.011644394167163119,0.9883556058328369
978,temête dans une théière --\\ma mère\\me sert un déca,H,H,0.05800464889860202,0.941995351101398
1785,appel à l'aube\\bruissement soyeux\\du tapis de prière,F,H,0.030898868132443025,0.969101131867557
1650,se joignant en silence\\à la conversation . . . \\les étoiles sur la prairie,F,H,0.052403315570706765,0.9475966844292932
2849,l'houhou de la chouette\\sans réponse\\cette nuit d'automne,F,H,0.1530312159146453,0.8469687840853547
2570,sur la terrasse\\mon café miroitant\\sucrer le ciel,H,H,0.02392161638531387,0.9760783836146861
632,Le jour s'éteint\\Au coeur du vieux temple\\Le bouddha veille,F,H,0.08090034132771007,0.9190996586722899
282,heure de pointe -\\dans les odeurs de déo\\je m' invente un printemps,H,H,0.11614700866434724,0.8838529913356528
875,nuit d'équinoxe -\\la couverture un peu plus haut\\sur ses jambes,H,H,0.0518151103108806,0.9481848896891194
1547,lumières de Noël\\la silhouette des arbres\\dans le noir,H,H,0.01982862958900522,0.9801713704109948
100,epiphanie -\\cloué sur sa croix\\un sapin nu,H,H,0.1864896335422822,0.8135103664577178
1132,lune croissante~\\la voisine de nouveau\\enceinte,F,H,0.31669847654540284,0.6833015234545972
426,quartier de l'aéroport\\sous les traînées qui s'estompent\\le vol du héron,F,H,0.026252899065401514,0.9737471009345985
3125,vent glacial -\\des feuilles mortes se pressent\\sur la pierre du seuil,H,H,0.005455009887402551,0.9945449901125974
3031,nuit sans étoiles --\\je finis le vin\\trop vite,H,F,0.5793923258188802,0.42060767418111983
720,Mandarines\\disposées en pyramides\\chez l'Egyptien,H,H,0.20132729511384506,0.7986727048861549
883,dimanche d'hiver -\\tous mes cheveux\\jetés aux flammes,H,F,0.6487895959654033,0.35121040403459663
237,Pleine lune d'hiver -\\un instant mon ombre et moi\\entre les nuages,H,H,0.07947089304928623,0.9205291069507138
874,les bourgeons gris\\de la glycine - aujourd'hui\\il aurait seize ans,F,F,0.5564889865113362,0.44351101348866384
36,une  alarme\\au loin dans la nuit -\\ses pieds glacés,H,H,0.00566642082562141,0.9943335791743786
3100,Premier ciel dégagé -\\entre Orion et sa chienne\\un avion gronde.,H,H,0.0281285777735103,0.9718714222264897
2927,brume estivale - \\la ville en ombres chinoises \\du noir au gris,H,H,0.2659836917291192,0.7340163082708808
3208,matin d'élection -\\les trois coqs du village\\s'égosillent,H,H,0.03385868636777423,0.9661413136322258
3149,tout le jour\\les rugissements d'agonie\\alors que le vieux chêne meurt,H,H,0.22989706760303208,0.7701029323969679
569,nouvelle lune --\\une voiture abandonnée\\sur l'allée des amoureux,H,H,0.0038068024865387518,0.9961931975134612
1516,décès de ma grand-tante -\\un papillon blanc\\traverse le jardin,H,H,0.01882955946324838,0.9811704405367516
670,travaux de couture –\\par le chas de l’aiguille\\s’immisce l’automne,H,H,0.4100939512770494,0.5899060487229506
117,pleine lune de mars\\tout ça de nouvelles tombes?\\couvertes de fleurs,F,H,0.39245044413655816,0.6075495558634418
1735,marée montante ~\\sur le quai des marginaux\\descendant du rhum,H,H,0.0378457592640441,0.9621542407359559
1727,abimé par endroits\\jusqu'au bois –\\le bouddha doré,H,H,0.006375939998826685,0.9936240600011733
2909,bientôt minuit\\le Père Noël en plastique\\se dégonfle,F,H,0.43653946653411224,0.5634605334658878
1331,ablutions matinales -\\le canal en gouttes rondes\\sur le dos d'un canard,H,H,0.03726767817602705,0.962732321823973
2552,par le trou du bagel\\il me montre\\la pleine lune,H,H,0.062593118625484,0.937406881374516
326,temps cru dehors\\un thé menthe entre les mains\\je médite en silence,H,F,0.6244468445035547,0.37555315549644525
950,mi-nuit\\le bruit d'un volet qu'on déroule\\quelque part,F,F,0.5887589400707783,0.41124105992922166
1373,dimanche d'automne\\écobuages\\et coups de feu,H,H,0.3675213630903724,0.6324786369096276
316,Arbres dénudés\\Plus qu'une touffe de gui\\pour leur tenir chaud,F,H,0.18485469563796764,0.8151453043620324
3035,Ta chemise blanche\\soleil suspendu\\dans mon armoire,H,H,0.05655089852316286,0.9434491014768371
246,(vente de vieilleries --\\son mari dans la chaise\\qui ne vaut pas la peine de garder),F,H,0.03389783616038389,0.9661021638396161
1689,Matin brumeux.\\Sans cesse elle croise ses doigts\\-- marque d'une bague.,H,H,0.22280558921879734,0.7771944107812027
