,Haiku,Sexe réel,Sexe prédit,Proba prédite homme,Proba prédite femme
1682,elle chante sur les galets \\la bouteille de bière \\où s’engouffre le vent,H,H,0.05473446284563421,0.9452655371543658
956,Passage piéton\\Petite fille en tutu\\avec des galoches,H,H,0.006741114264323889,0.9932588857356761
873,flaque d'eau sur la grève\\son petit pied disparaît\\dans un nuage,H,H,0.278732782572212,0.721267217427788
3254,Avant de dormir-\\le petit jette un coup d'oeil \\sur le bonhomme de neige,H,H,0.09944716617328986,0.9005528338267101
2236,fenêtre sur vallée-\\l'odeur de melon transperce\\la nuit,F,F,0.7456027983933293,0.2543972016066706
1406,éclair d'orage --\\sa robe de nuit\\tombe,H,F,0.8800539125507921,0.1199460874492079
2781,Contrôle des passeports.\\Sous le toit de la douane\\un nid d'hirondelle,F,H,0.041747161172213776,0.9582528388277862
2567,fin de matinée\\la moule de la poissonnière\\bâille,H,H,0.38950020299927324,0.6104997970007268
1852,retour à l’usine\\il se gare sur le parking\\à reculons,H,H,0.12298380699862066,0.8770161930013793
661,bouquet de roses~\\sur sa robe blanche\\quelques gouttes de vin,F,H,0.43019353651046444,0.5698064634895356
2153,saison de pluie _\\elle rentre sous le préau\\la corde à linge,F,H,0.2278841120883558,0.7721158879116442
2832,Lune gibbeuse -\\il manque un fragment\\à son puzzle,F,H,0.012466412132952631,0.9875335878670474
3093,il apporte seulement\\le silence\\le poids du nuage de tempête,H,H,0.04244881165875947,0.9575511883412405
2894,tempête d'hiver -\\ma chaise de bureau\\craque un peu,H,H,0.028919587386754264,0.9710804126132457
355,bleu blanc douce\\les couleurs musulmanes\\des carreaux d'Iznik,H,H,0.4442759988862742,0.5557240011137258
3173,Premier ciel dégagé -\\entre Orion et sa chienne\\un avion gronde.,H,H,0.04399533724706517,0.9560046627529348
1314,parking souterrain\\la panique du petit \\papillon blanc,F,H,0.05997753930077987,0.9400224606992201
3241,courte échelle --\\son fils raconte les flaques\\après la pluie,H,H,0.1250014940198626,0.8749985059801374
3186,pas de vraie raison\\pour une petite tristesse\\dernières roses blanches,H,H,0.04546985550979965,0.9545301444902003
375,(Fin d'hiver\\les roses jaunes encore sorties\\douce atmosphère de neige),F,F,0.763337135618592,0.23666286438140802
970,nuit de noces\\les parents de la mariée\\dans des lits séparés,H,H,0.19755633886329327,0.8024436611367067
1774,dune du Pyla\\pour ses 18 ans\\la face nord,H,H,0.14583741580109477,0.8541625841989052
464,atelier de poésie --\\les hommes comparent\\leurs stylos,F,F,0.579795563674093,0.42020443632590704
3199,vie sauvage -\\une bestiole passe\\devant la TV,H,H,0.010135690992498003,0.989864309007502
1200,trottoirs de Paris -\\des sapins qui marchent tout seuls\\bientôt Noël,H,H,0.2172605380921091,0.7827394619078909
3227,pluie d'été --\\le sourire las\\du nain de jardin,H,F,0.5019698117929655,0.4980301882070345
1543,lune rose --\\un goût\\de ce qui vient après,H,H,0.14910788341192138,0.8508921165880786
403,fleur de prunier\\l'esprit de haijin . . . \\ailleurs,H,F,0.526683448888533,0.473316551111467
1568,fleur  de cactus --\\je n'avais pas réalisé\\qu'elle connaissait mon nom,H,H,0.13548973792143637,0.8645102620785636
1366,neige de l'aube -\\les traces de pas\\du porteur de journaux,H,H,0.3879197801704324,0.6120802198295676
1123,il choisit\\de mourir dignement\\— la glycine bleue de froid,F,H,0.3100659715253714,0.6899340284746286
3037,Perseïdes . . . \\quelque part une vache\\appelle après son veau,F,F,0.7513618030905274,0.2486381969094727
928,Au deuxième jour -\\les résolutions d'hier\\avec l'eau du bain,F,H,0.05578725512127414,0.9442127448787259
2533,l’alcool joyeux \\du jour précédant \\la pleine lune,H,H,0.1379756821583168,0.8620243178416832
1552,lune d'hiver -\\le souvenir soudain\\du parfum des lilas,H,H,0.0027384194042012755,0.9972615805957987
3193,balade à la médina~\\de ruelle en impasse\\ma fille hâte le pas,F,F,0.7661780145113741,0.2338219854886259
1826,Vieux balcon-\\un pot à fleurs vide\\sur une caisse,H,F,0.5197706804101166,0.48022931958988335
1473,la source coule ~\\nous grignotons\\le ragondin et moi,H,H,0.02202037763583431,0.9779796223641657
135,pain beurré -\\le boulanger enfin\\assis,H,H,0.08853324385202577,0.9114667561479742
2091,rossignol -\\la maison de retraite\\écoute,H,F,0.7261718569519623,0.2738281430480377
3312,lune de miel -\\sur les draps blancs notre désir\\écarlate,H,F,0.9150527227635286,0.0849472772364715
1165,dans le jardin oublié\\elle sème ses pétales\\l'aubépine,F,F,0.8202587389844006,0.17974126101559942
796,Lune d'automne\\mes pieds sous la table\\ont des fourmis,H,H,0.009829635404453474,0.9901703645955465
244,"Palais-Royal, nuit\\qui tombe - les arbres en rang\\des deux côtés",H,H,0.0952424052582912,0.9047575947417088
660,"Pluie de pétales,\\de la falaise l'écho\\d'un hélicoptère",H,H,0.2716132149600785,0.7283867850399215
471,Retour à la maison\\la chaise de ma grand-mère morte\\se balance sur la terrasse,H,H,0.01890404188635164,0.9810959581136484
2073,sous un haïku\\d'hiver et de fumée blanche\\un insecte écrasé,H,H,0.013885693541059507,0.9861143064589405
1471,là où la neige sale\\rencontre le sel de la route\\une douzaine de roses,H,F,0.7892196651579856,0.21078033484201444
327,l'instant haïku --\\elle écrit son téléphone\\sur sa serviette,F,H,0.06042471414218553,0.9395752858578145
232,sommeil troublé --\\les étincelles\\d'un câble à haute-tension,H,H,0.010120824558373265,0.9898791754416267
652,Nuit du nouvel-an\\la chaleur de ses yeux\\sur le champagne froid,F,F,0.9770982576549245,0.02290174234507551
3020,sable de plage\\les vestiges d’un château\\au fond de mes poches,F,H,0.4932408031209935,0.5067591968790065
161,bouche gourmande...\\qui se souvient que la cerise\\a été une fleur?,F,H,0.31831454229638967,0.6816854577036103
98,demi-lune\\la glace craque\\sous les pas,H,H,0.33982181960767455,0.6601781803923255
587,invasion afghane --\\le chien\\de mon côté du lit,H,H,0.02325681026397808,0.9767431897360219
3420,cordon de CRS\\la petite fille\\et sa pomme d'amour,H,H,0.13130282083465672,0.8686971791653433
1608,April 2nd\\the snow\\still lying,H,H,0.04328520386129098,0.956714796138709
2214,Après la pluie -\\des capsules de bière\\au bord du chemin,H,H,0.03932284524383245,0.9606771547561676
3023,crèmes de beauté\\le jour la nuit le jour\\l'automne touche à sa fin,F,H,0.34271248160210654,0.6572875183978935
2912,entracte\\-- le mort du premier acte\\sert les bières,H,H,0.005439365770376181,0.9945606342296238
1269,"Dans le champ de blé,\\deux grandes dalles blanches\\tournées vers l'Orient",H,F,0.9693885666341622,0.030611433365837878
1106,tempête d'automne\\dans la salle informatique\\les serveurs ronronnent,H,H,0.07787901248055074,0.9221209875194493
13,nouvelle lune --\\la souris dans le grenier\\s'éveille,H,H,0.05384866593158577,0.9461513340684142
736,   Tous mes lumières éteintes\\   pour regarder le lever\\   de la lune des Moissons,F,H,0.06858128626458648,0.9314187137354135
3441,ticket de métro -\\juste assez de place\\pour un haïku,H,H,0.0028001865645387314,0.9971998134354613
1414,le soleil allonge\\sa courbe dans le ciel\\longue journée au jardin,F,F,0.8673286174345779,0.13267138256542207
733,froid de fin d'été --\\d'un jeune homme\\l'avis mortuaire,H,H,0.3519729402713415,0.6480270597286585
1322,sous le voile d'hivernage\\la coccinelle\\recroquevillée,F,F,0.7624043289905831,0.23759567100941686
3005,dégrafant son soutien-gorge\\la lune passe\\au-dessus du sommet des arbres,H,H,0.046134678529410444,0.9538653214705896
1926,missing in action\\the hollow eyes\\of a veteran,H,H,0.14477046862830278,0.8552295313716972
1159,returning from night shift\\my neighbour\\and his cat,H,H,0.18187691216542257,0.8181230878345774
1554,un scorpion\\se hâte dans le patio-\\sirocco,F,H,0.3121642397311981,0.6878357602688019
3210,dernière tonte -\\du sac d'herbe s'échappe\\la brume du soir,H,F,0.6642109312545901,0.3357890687454099
1528,Concerto pour clavecin-\\Sur la pelouse les pétales de cerisiers \\portés par le vent.,H,H,0.07773334473223115,0.9222666552677689
2271,Bouquet du vainqueur\\Elle l'aurait bien donné\\Au grand blond,H,F,0.5761686532824761,0.42383134671752387
2240,Matin d'avril~\\du champ boueux s'envole\\la grâce du héron,F,H,0.03846487835177659,0.9615351216482234
409,(lumière du jour qui meurt\\le docteur touche ses\\cheveux défaits),F,H,0.2755588361863206,0.7244411638136794
806,Mur au crépuscule -\\L'ombre de ma femme\\étendant le linge,H,H,0.2672141882377209,0.7327858117622791
1800,Mouche aplatie\\Dans le silence qui suit\\Le blueszzzzzzzzzzzt,H,H,0.10313218687781778,0.8968678131221822
3217,sol teinté de sang\\là où la plantation de canne à sucre\\se trouvait,H,H,0.3138657547682222,0.6861342452317778
869,Goût de saké~\\dans la brume parfois\\le parfum de ma mère,F,H,0.37456094039684296,0.625439059603157
3030,fenêtre entrouverte -\\quelques accords de trombone\\dans le soir de mai,H,H,0.07770265605201476,0.9222973439479852
3389,dernière grappe\\de chasselas\\matin de novembre,H,F,0.7784408729992289,0.22155912700077102
1532,Cimetière de mon village\\toutes les histoires de guerres\\sur les pierres tombales,H,H,0.08071450382068457,0.9192854961793154
1408,Ta chemise blanche\\soleil suspendu\\dans mon armoire,H,H,0.06653660643968196,0.933463393560318
2935,cornes fragiles\\du gracile escargot\\premières laitues,F,H,0.4413915116800665,0.5586084883199335
3476,pommiers en fleurs-\\la vieille balançoire\\immobile...,F,H,0.040843792321724415,0.9591562076782756
1545,lune du matin -\\la rousseur de l'écureuil\\de branche en branche,H,H,0.08243545992846568,0.9175645400715343
1717,dans la brume\\le cou d'une oie\\heure d'hiver,F,H,0.14938214172559472,0.8506178582744053
808,Noël sans neige -\\juste un quartier de pomme\\sur le couteau,H,F,0.5783428148150753,0.4216571851849247
759,(nettoyage de printemps --\\la découper\\d'une photo),H,H,0.4667981987115095,0.5332018012884905
1908,Coin ombragé-\\encore des feuilles\\autour du balai,H,H,0.11180949904193593,0.8881905009580641
580,petit matin clair -\\un haïku de Bashô\\avant le départ,H,H,0.037826539684464255,0.9621734603155357
2741,lune croissante~\\la voisine de nouveau\\enceinte,F,H,0.2684974951378577,0.7315025048621423
902,Blanche\\comme un linceul\\la piste noire,F,H,0.39326526301516085,0.6067347369848392
3001,hématome\\sur mon sein défilent\\toutes les couleurs de l'aube,F,H,0.32592371884204974,0.6740762811579503
2094,l'aube -\\pêcheur et araignée\\vérifient leurs filets,H,H,0.4696304968697308,0.5303695031302692
1599,lune du givre\\l'arôme du café\\remplit le silence,H,F,0.8297194490555749,0.17028055094442507
2821,platform 9:\\through the glass roof the shapes\\of swooping gulls,H,H,0.14404711220688282,0.8559528877931172
1069,"Oh, une pluie froide\\emplit à nouveau la rivière\\de ses cercles",H,F,0.7817464233103608,0.21825357668963913
2232,demi-lune d'Août\\le dernier quartier de melon\\déchaîne les mouchettes,F,H,0.09886529486061424,0.9011347051393858
627,écossant des fèves\\la tortue surgit\\de je ne sais où,F,H,0.06652932511781606,0.9334706748821839
1811,poches vides\\le regard tendu vers la lune\\presque pleine,F,F,0.53162489934573,0.46837510065427
545,shouldering coals\\the rattle of blue crabs\\in a metal bucket,H,H,0.2842678426963565,0.7157321573036435
1604,nuages de beau temps --\\l'échographie\\de mon prochain petit-fils,H,H,0.02808056867497033,0.9719194313250297
2148,"Abandonné,\\il cherche la voie lactée\\le rosier grimpant",H,H,0.001635084716891555,0.9983649152831084
1736,Gaza sous les bombes --\\le croissant de lune\\si mince ce soir,H,H,0.04552348663795924,0.9544765133620408
1097,col du mas de l'Ayre -\\un troupeau de moutons\\entre chien et loup,H,H,0.0038956143037200963,0.9961043856962799
119,ghost town -- \\a rooster crows\\for no reason at all,H,H,0.054529970698852015,0.945470029301148
3104,nuit grise\\-- sur la vitre l'ombre\\d'une étoile en paille,F,H,0.1739980401095459,0.8260019598904541
2391,la vieille dame s'agenouille\\pour prier - un oiseau enfermé\\bat des ailes à la fenêtre,H,H,0.4946769514074898,0.5053230485925102
2750,ciel sans nuage\\le blanc éblouissant\\des charolaises,H,F,0.7712770746868217,0.22872292531317825
817,fenêtre de métro\\elle et son reflet\\pleurent en même temps,H,H,0.014995339880739311,0.9850046601192607
1432,premiers crocus fanés\\de plus en plus varié\\le chant des oiseaux,F,F,0.9706007042303249,0.02939929576967519
1373,"Flocons de neige ,\\Dehors deux mésanges volètent ,\\Colorisées.",H,H,0.03343786729027687,0.9665621327097231
3075,"Soleil d' hiver\\Sur le toit rouge , un CD\\Fait du morse",H,H,0.0535917643866658,0.9464082356133342
3024,pleine lune -\\traces d'escargots\\.... telle une broderie,H,H,0.4336498906802847,0.5663501093197153
1928,fenêtre du bus --\\elle voyage avec la pleine lune\\sur sa tête,H,H,0.02237142784646784,0.9776285721535322
3206,Fin de l'année\\balayant les mouches\\du balcon,H,H,0.15676572883595763,0.8432342711640424
2762,coup de froid de juin\\du voisin\\la maison à vendre,H,H,0.012692684456426129,0.9873073155435739
2237,cabanon -\\toutes les lattes identiques\\en apparence,H,H,0.10242008940364289,0.8975799105963571
373,plage d'automne~\\l'acharnement des mouettes\\sur une carcasse,F,H,0.07893745113298267,0.9210625488670173
2624,"soir de mai,\\les carottes sauvages dépassent\\l'horizon",F,H,0.18890813613617352,0.8110918638638265
1791,jour d'hiver -\\toutes ces statues nues\\dans le parc,H,H,0.1770444729242061,0.8229555270757939
3295,concert public\\sur la place remplie de monde\\le feu rouge inutile,H,H,0.006830836341482294,0.9931691636585177
901,l'heure du loup -\\les femmes de ménage\\s'enfoncent dans la nuit,H,H,0.043482766327726075,0.9565172336722739
2744,Avec la pomme rouge.\\Ramasse le vieux jardinier.\\La dernière lumière du jour.,H,H,0.21758863518596905,0.782411364814031
2103,place du village\\le temps du bombardement est toujours\\sur l'horloge brisée,H,H,0.024971094317401077,0.9750289056825989
2674,Présage de mort\\les troncs cernés--\\peinture fluo,F,H,0.10566697434889172,0.8943330256511083
418,nuit sans étoiles --\\le croassement sourd\\du crapaud,H,H,0.13406726874002473,0.8659327312599753
2862,rouge veinée d'or\\mais fanée au premier soir\\la fleur d'hibiscus,F,H,0.3290285381766517,0.6709714618233483
1363,une petite brise\\les feuilles tombent\\sur les pétales,F,F,0.8932876844939147,0.10671231550608527
150,Gold Beach\\un tag délavé\\sur le blockhaus,H,H,0.45240016626221424,0.5475998337377858
1572,seule ce soir \\une goutte après l'autre \\quelque part,F,H,0.21022220718609352,0.7897777928139065
1573,le malentendant\\avec ses lunettes -\\noires,H,H,0.4174030314226439,0.5825969685773561
1732,Etang de Walden --\\toutes les places de parking\\occupées,H,H,0.15420307696547164,0.8457969230345284
1581,caisse de l'hyper -\\sur les paquets de yaourts\\de la dentelle noire,H,H,0.4467161788017725,0.5532838211982275
3315,samedi matin\\sous le cerisier du japon\\une flaque rose,H,H,0.050967921658457205,0.9490320783415428
3456,lendemain d'orage -\\sur les draps mis à sécher\\un papillon blanc,H,H,0.3385618468631214,0.6614381531368786
2869,Day of the Dead --\\all the leftover\\Halloween candy,H,H,0.006634489820166678,0.9933655101798333
1733,des jeunes pousses montées\\à l'assaut du tronc\\derrière une gerbe,F,H,0.19809904883030305,0.801900951169697
1521,"Couscous après la prière,\\Les croyants du jogging\\Et les mécréants !",H,H,0.44262503107281315,0.5573749689271869
684,soir de décembre\\sur l'écran de l'échographie\\que de la neige,H,H,0.018130003815744145,0.9818699961842559
2498,froid de l'hiver ---\\du plastique déchiqueté\\sur un fil barbelé,H,H,0.03552426518597107,0.9644757348140289
3185,Entrée du bois -\\débris de faïence WC\\sous l'églantier en fleur,F,H,0.4815816725028019,0.5184183274971981
1978,surveillance de tornade --\\maintenant disponible\\en HD,H,H,0.3327320750706523,0.6672679249293477
2773,après\\le festival de cerf-volants . . . \\les étoiles,F,F,0.7153633200199686,0.2846366799800314
1311,"autour de la lune\\lentement, la brume\\au-dessus des grillons",H,F,0.858477326123332,0.1415226738766679
430,corneille rieuse\\au-dessus des rires et des pleurs\\des pique-niqueurs,F,H,0.27587102846242184,0.7241289715375782
1525,retrouvailles\\le bruit de nos cuillères\\entre les silences,F,F,0.9657578989707878,0.03424210102921222
503,nuit d'automne -\\le murmure effervescent\\de l'aspirine,H,H,0.03632562805429862,0.9636743719457014
2755,fardés poudrés\\les abricots racolent\\dans le verger,F,F,0.9394123699354611,0.06058763006453888
1341,moustique écrasé\\ligne rouge au sol\\métro en mai,H,H,0.030179276460479687,0.9698207235395203
1182,soirée au jardin -\\le lave-linge des voisins\\passe à l'essorage,H,H,0.09180389477567341,0.9081961052243266
3306,fin du jour\\sur la terrasse une tasse\\reste encore un peu,H,H,0.03847023242657899,0.961529767573421
1694,faire un noeud\\dans le brin d'herbe\\mi-été,H,H,0.3779400671386314,0.6220599328613686
3097,la neige se confond à la pluie --\\ma mère continue à m'appeler\\du prénom de mon frère.,H,F,0.6502812859097655,0.3497187140902344
1498,une pile soigneuse\\de toutes tes lettres\\avant que je les brûle,H,H,0.07292618204857715,0.9270738179514229
849,Vent du nord\\vent du sud\\l'odeur de la mer dans les champs,H,F,0.6707689305338287,0.3292310694661713
1986,amandes amères~\\la plus joyeuse de écaleuses d'amandes\\n'a plus de nez,F,F,0.7580008782411758,0.24199912175882424
429,nature morte -\\sur le bord du lac le reflet d'un arbre\\pris dans la glace,H,F,0.5645110138119955,0.4354889861880044
1639,fleurs de cerisiers\\patients en file à la clinique\\odeur douceâtre,F,H,0.21523360930822344,0.7847663906917766
963,Café en terrasse ~\\au fond de ma cuillère \\le bleu du ciel,H,H,0.043394650867975004,0.956605349132025
1804,"physalis séchés - le couteau noir, posé pour peler l'orange",H,H,0.4213220190945245,0.5786779809054755
67,le dernier Kérouac\\à l'étroit \\entre Issa et Kervern,H,H,0.0893206799713403,0.9106793200286597
2130,après les cris des chats\\à nouveau le silence\\de l'éclipse de lune,H,H,0.40253549342609074,0.5974645065739093
2405,gouttes bruyantes\\pas feutrés dans l'escalier\\l'imprimante ronronne,H,H,0.38703559263041054,0.6129644073695895
3380,nous buvons un thé sucré\\en silence . . .\\une mère de soldat,F,F,0.6845631536774766,0.3154368463225234
192,nuée d’orage\\l’éclair blanc\\d’une mouette,H,H,0.05936169040307793,0.9406383095969221
2770,leap day --\\sitting on my suitcase\\I make it fit,F,H,0.2049662475193501,0.7950337524806499
1228,des traces de roues\\dans la neige du bas côté -\\mercredi des  Cendres,H,H,0.015591112532771012,0.984408887467229
364,feu d'artifices au loin\\près la pleine lune\\sur la mer,H,H,0.04830089474873156,0.9516991052512684
2251,lendemain de mescal --\\les cloches de l'église\\désynchronisées,H,H,0.046355040681235415,0.9536449593187646
2466,impenetrable haze --\\the other side\\of the bridge,H,H,0.012418490333186871,0.9875815096668131
2366,dans l'embouteillage\\ce mouvement lent\\de Bach,H,H,0.24455557119141036,0.7554444288085896
1045,fraîcheur du matin\\collé à l'interrupteur\\un papillon de nuit,F,H,0.014685203851819928,0.9853147961481801
768,fin des vacances -\\quelques grains de sable\\au fond de mes poches,H,H,0.02041464307385643,0.9795853569261436
3042,grillades -\\dans le feu la vieille chaise\\s'effondre,H,H,0.057785782700124244,0.9422142172998758
1342,fin de réunion -\\au bout de la branche\\la feuille tombe enfin,H,H,0.03557965213055869,0.9644203478694413
1614,train bondé --\\ses lèvres parfaites\\percées,H,H,0.012517282546545494,0.9874827174534545
1534,convertis en appartements\\le nightclub\\où nous nous sommes rencontrés,H,H,0.015494251699880612,0.9845057483001194
2481,Sur les Zattere\\notre image dans la vitrine\\ternie,H,H,0.07292691806436857,0.9270730819356314
2615,volets disjoints -\\juste assez de jour\\pour un haïku,H,H,0.058611633054711065,0.9413883669452889
516,journée des retraites -\\une mite s'emmêle\\dans mes cheveux,F,F,0.5425133776945585,0.4574866223054414
1509,épiphanie -\\le cadeau d'une souris morte\\sur le seuil,H,H,0.09938976152382994,0.90061023847617
1565,Déchèterie\\La fillette du gardien\\a des yeux turquoise,H,F,0.6429253438560578,0.3570746561439421
622,fleur de printemps –\\la rose tatouée au bras\\de la serveuse,H,H,0.050670863623610285,0.9493291363763897
323,   Dernier jour de septembre\\   la baie et les îles dans le brouillard\\   l'arôme du café,F,F,0.9915379826335606,0.00846201736643933
2598,crachin -\\le plumage rouille\\d'un pigeon estropié,H,H,0.01574850341381484,0.9842514965861852
2717,"tous les ans,\\un million de caribous,\\vers les montagnes",H,F,0.7650320968232118,0.23496790317678812
1082,convoi exceptionnel -\\une feuille d'érable jaune\\chute lentement,H,F,0.5514821062924641,0.4485178937075359
1879,Au-dessus de la maison\\Le même nuage que l'an passé\\Presque,H,H,0.34470600694798037,0.6552939930520196
1579,crépuscule d'hiver\\dans le souffle du ressac\\les mots inutiles,H,H,0.10696170415227801,0.893038295847722
2023,the police car slows -\\suburban foxes\\looting from bins,H,H,0.016422005481499857,0.9835779945185001
960,fièvre de Noël -\\loin de l'hypermarché\\ce petit chemin de boue,H,H,0.025162005291751277,0.9748379947082487
1102,Il a plu\\père et fils écoutent\\la forêt.,H,H,0.4905271604677327,0.5094728395322673
1536,crickets\\en imparfaite\\harmonie,H,F,0.5824982739774363,0.4175017260225637
810,demi lune\\seulement les craquelins brisés\\dans la boite,H,F,0.7748269772947838,0.2251730227052162
1994,marché d'hiver -\\toutes les racines\\sorties de terre,H,H,0.24291120818346146,0.7570887918165385
